Complaint,Category,Date,Sentiment,Topic
The refund process was slower than expected and I expected better service.,Product,1/2/24,Positive,1
The website had unexpected charges which disappointed me.,Billing,3/25/24,Negative,0
The refund process had unexpected charges and it was quite frustrating.,Billing,5/4/24,Negative,0
The refund process was not up to the mark although the agent was polite.,Technical,4/25/24,Neutral,0
The delivery was not up to the mark but eventually got resolved.,Delivery,4/16/24,Neutral,3
The customer support was difficult to navigate and this needs improvement.,Billing,5/23/24,Negative,2
The refund process was slower than expected which disappointed me.,Product,3/21/24,Negative,1
The website did not respond on time and I expected better service.,Billing,6/16/24,Positive,1
The website took too long to complete but I appreciate the follow-up.,Delivery,3/5/24,Positive,3
The delivery was difficult to navigate and it was quite frustrating.,Billing,3/25/24,Negative,2
The delivery was difficult to navigate although the agent was polite.,Delivery,5/29/24,Negative,2
The app kept crashing and I expected better service.,Delivery,5/17/24,Positive,1
The customer support was difficult to navigate and this needs improvement.,Product,4/10/24,Negative,2
The refund process kept crashing and I expected better service.,Customer Service,4/25/24,Positive,1
The refund process had unexpected charges and this needs improvement.,Billing,4/2/24,Positive,0
The delivery was difficult to navigate although the agent was polite.,Product,6/13/24,Negative,2
The product quality had unexpected charges but eventually got resolved.,Delivery,1/12/24,Positive,3
The website did not respond on time and I expected better service.,Customer Service,3/24/24,Positive,1
The refund process took too long to complete although the agent was polite.,Billing,2/7/24,Positive,0
The website kept crashing but I appreciate the follow-up.,Billing,1/11/24,Neutral,0
The customer support was not up to the mark which disappointed me.,Delivery,3/13/24,Negative,3
The billing was not up to the mark although the agent was polite.,Customer Service,6/8/24,Neutral,0
The delivery did not respond on time and it was quite frustrating.,Customer Service,4/15/24,Negative,1
The delivery was difficult to navigate but I appreciate the follow-up.,Customer Service,6/3/24,Negative,2
The product quality took too long to complete which disappointed me.,Product,2/10/24,Negative,3
The delivery had unexpected charges which disappointed me.,Customer Service,1/19/24,Negative,0
The website was not up to the mark and this needs improvement.,Technical,1/30/24,Neutral,2
The customer support took too long to complete although the agent was polite.,Delivery,5/18/24,Positive,0
The delivery took too long to complete and it was quite frustrating.,Customer Service,2/25/24,Negative,3
The website took too long to complete although the agent was polite.,Technical,2/25/24,Positive,3
The billing was difficult to navigate and this needs improvement.,Customer Service,2/4/24,Negative,2
The delivery had unexpected charges and this needs improvement.,Billing,4/24/24,Positive,2
The customer support was difficult to navigate and I expected better service.,Delivery,5/1/24,Negative,1
The billing was slower than expected but eventually got resolved.,Product,1/28/24,Negative,3
The website was slower than expected and it was quite frustrating.,Technical,4/28/24,Negative,1
